Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 19.00,   56737464, 0,0.00,43.977, 43.199, 43.185, 43.781,27,  -, -, 0.00%,  0.00%,  0.00%, 0.38%,  2.02%, 12.67%, 0.53%,  0.65%, 16.86%, 1.26%,  1.48%, 29.04%,35.09%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 10925.23, 5961.83, 0.00, 22204246.61 , 0, 255, 66.06, 0, 255, 69.44, 0, 255, 64.48, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.25%, 0.00%,0.00%, 3.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 49188.0, 85.5, 340071.2, 317196.7, 0.0, 0.0, 388634.0, 1.000, 0
1, i-SLICE,    1, 19.00,   63224200, 1,1.02,44.305, 43.301, 43.304, 44.055,27,  -, -, 0.00%,  0.00%,  0.00%, 0.01%,  0.14%,  1.12%, 0.12%,  0.15%,  3.33%, 2.08%,  2.82%, 29.02%,61.21%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 10106.02, 5674.48, 0.00, 24620874.55 , 0, 255, 67.50, 0, 255, 86.92, 0, 255, 82.58, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.75%, 0.00%,0.00%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 14086.7, 10.2, 348279.3, 326506.5, 0.0, 0.0, 749384.0, 1.000, 0
2, P-SLICE,    2, 22.00,   46498016, 0,1.01,39.285, 38.866, 38.813, 39.174,27, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.01%,  0.25%,  0.42%, 0.12%,  0.51%,  3.07%, 0.80%,  1.92%, 19.30%, 0.00%,  0.00%,  0.53%,  8.31%, 64.75%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 33918.05, 18747.01, 0.00, 8984957.96 , 0, 255, 66.11, 0, 255, 69.63, 0, 255, 64.54, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.20%, 0.00%,0.00%, 12.50%, 31.30%, 0.00%, 0.00%, 0.00%, 0.00%, 30.12%, 0.00%,0.00%, 30.35%, 39.53%, 0.00%, 0.00%, 0.00%, 0.00%, 25.39%, 0.00%,0.00%, 32.63%, 41.98%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 171968.5, 1193.5, 1938715.8, 1885525.4, 0.0, 0.0, 2859715.2, 1.000, 0
3, P-SLICE,    7, 22.00,   57782512, 0,1.03,39.392, 39.276, 39.248, 39.360,23, 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.30%,  0.34%, 0.11%,  0.56%,  2.48%, 2.31%,  7.37%, 52.12%, 0.00%,  0.00%,  0.15%,  1.62%, 32.64%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 35727.29, 17722.47, 0.00, 20440956.32 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.98%, 0.00%,0.00%, 10.06%, 8.96%, 0.00%, 0.00%, 0.00%, 0.00%, 62.98%, 0.00%,0.00%, 22.77%, 14.26%, 0.00%, 0.00%, 0.00%, 0.00%, 65.44%, 0.00%,0.00%, 18.29%, 16.27%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 9746.5, 1111.6, 3323478.2, 3235784.8, 0.0, 0.0, 6186926.5, 1.000, 0
4, B-SLICE,    5, 23.00,     841344, 0,1.03,40.099, 39.947, 39.980, 40.065,26, 2 1 0 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.01%, 41.45%, 39.95%,  1.50%,  0.00%,  0.02%,  0.07%,  0.00%,  0.00%,  1.88%, 13.22%,  1.90%, 27339.31, 14172.48, 0.00, 30447.50 , 0, 255, 68.41, 0, 255, 86.80, 0, 255, 80.85, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 4.38%,0.00%, 0.79%, 94.83%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 24.20%,0.00%, 3.17%, 72.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 55.99%,0.00%, 0.00%, 44.01%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 506.9, 12.7, 1969176.3, 1923728.5, 0.0, 0.0, 8159516.7, 1.000, 0
5, b-SLICE,    3, 24.00,   52771736, 0,1.02,37.632, 37.703, 37.636, 37.641,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.72%,  4.86%, 94.41%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 53636.10, 28624.31, 0.00, 12634006.31 , 0, 255, 68.02, 0, 255, 86.87, 0, 255, 81.47, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 59.49%, 40.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 70.35%, 29.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 65.69%, 34.31%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 475.9, 7.1, 4821490.6, 4703532.3, 0.0, 0.0, 12984178.1, 1.000, 0
6, b-SLICE,    4, 24.00,   43940344, 0,1.01,37.571, 37.231, 37.188, 37.480,29, 2 1 ,5 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.03%,  1.55%, 10.41%, 88.01%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 51400.59, 29258.76, 0.00, 6560031.58 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 21.74%, 78.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 44.25%, 55.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 55.66%, 44.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 53.91%, 46.09%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 10.2, 3.5, 3770311.6, 3677362.4, 0.0, 0.0, 16753308.9, 1.000, 0
7, b-SLICE,    6, 24.00,   43980224, 0,1.01,37.572, 37.234, 37.179, 37.481,28, 5 2 1 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.65%, 10.34%, 88.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 51440.19, 29274.79, 0.00, 6666071.19 , 0, 255, 66.04, 0, 255, 69.56, 0, 255, 64.09, 0.00%, 0.00%,0.00%, 50.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 42.37%, 57.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 54.53%, 45.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 53.48%, 46.52%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 3.4, 2.4, 3677079.6, 3584184.5, 0.0, 0.0, 20427346.3, 1.000, 0
8, P-SLICE,   10, 22.00,   48196552, 0,1.01,39.299, 38.898, 38.786, 39.185,25, 7 5 2 , -, 0.00%,  0.00%,  0.00%, 0.01%,  0.52%,  1.20%, 0.22%,  1.07%,  7.33%, 0.96%,  2.36%, 27.54%, 0.00%,  0.00%,  0.46%,  7.47%, 50.86%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 34332.77, 18607.55, 0.00, 11403082.08 , 0, 255, 65.98, 0, 255, 69.23, 0, 255, 63.56, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.90%, 0.00%,0.00%, 7.97%, 13.13%, 0.00%, 0.00%, 0.00%, 0.00%, 52.45%, 0.00%,0.00%, 24.46%, 23.09%, 0.00%, 0.00%, 0.00%, 0.00%, 37.76%, 0.00%,0.00%, 31.33%, 30.91%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 46682.4, 779.4, 2595587.5, 2529618.2, 0.0, 0.0, 23064453.5, 1.000, 0
9, B-SLICE,    9, 23.00,   55792688, 0,1.02,38.339, 38.431, 38.353, 38.353,27, 7 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.87%,  5.79%, 93.34%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 45389.88, 23843.44, 0.00, 13742023.29 , 0, 255, 68.75, 0, 255, 86.78, 0, 255, 80.32, 0.00%, 0.00%,0.00%, 0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 54.30%, 45.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 64.63%, 35.37%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 60.39%, 39.61%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 3.1, 4666590.5, 4542307.1, 0.0, 0.0, 27732590.8, 1.000, 0
